MARCA_VEHICULO;MODELO_VEHICULO;TIPO_VEHICULO;EDAD_VEHICULO;FECHA_ACCIDENTE;GRAVEDAD_ACCIDENTE
YAMAHA;2018;MOTOCICLETA;9;06/2024;CON HERIDOS
TOYOTA;2019;CAMIONETA;7;06/2024;CON HERIDOS
YAMAHA;2018;MOTOCICLETA;8;06/2024;CON HERIDOS
BAJAJ;2019;MOTOCICLETA;8;06/2024;CON HERIDOS
RENAULT;2023;CAMIONETA;3;06/2024;CON HERIDOS
AKT;2025;MOTOCICLETA;2;06/2024;CON HERIDOS
AKT;2013;MOTOCICLETA;13;06/2024;CON HERIDOS
AKT;2012;MOTOCICLETA;14;06/2024;CON HERIDOS
RENAULT;2007;AUTOMOVIL;19;06/2024;CON HERIDOS
RENAULT;2005;AUTOMOVIL;21;06/2024;CON HERIDOS
INTERNATIONAL;2010;CAMION;16;06/2024;CON HERIDOS
AKT;2022;MOTOCICLETA;5;06/2024;CON HERIDOS
AKT;2024;MOTOCICLETA;2;06/2024;CON HERIDOS
BAJAJ;2024;MOTOCICLETA;2;06/2024;CON HERIDOS
TOYOTA;2022;CAMPERO;4;06/2024;CON HERIDOS
BAJAJ;2023;MOTOCICLETA;4;06/2024;CON HERIDOS
AKT;2019;MOTOCICLETA;7;06/2024;CON HERIDOS
BAJAJ;2023;MOTOCICLETA;4;06/2024;CON HERIDOS
RENAULT;2024;CAMIONETA;2;06/2024;CON HERIDOS
BAJAJ;2023;MOTOCICLETA;3;06/2024;CON HERIDOS
BAJAJ;2016;MOTOCICLETA;10;06/2024;CON HERIDOS
BAJAJ;2020;MOTOCICLETA;7;06/2024;CON HERIDOS
BAJAJ;2021;MOTOCICLETA;5;06/2024;CON HERIDOS
YAMAHA;2022;MOTOCICLETA;4;06/2024;CON HERIDOS
YAMAHA;2020;MOTOCICLETA;6;06/2024;CON HERIDOS
BAJAJ;2014;MOTOCICLETA;12;06/2024;CON HERIDOS
AKT;2011;MOTOCICLETA;15;06/2024;CON HERIDOS
BAJAJ;2015;MOTOCICLETA;11;06/2024;CON HERIDOS
KTM;2023;MOTOCICLETA;2;06/2024;CON HERIDOS
YAMAHA;2012;MOTOCICLETA;14;06/2024;CON HERIDOS
YAMAHA;2020;MOTOCICLETA;7;06/2024;CON HERIDOS
AKT;2014;MOTOCICLETA;12;06/2024;CON HERIDOS
YAMAHA;2023;MOTOCICLETA;4;06/2024;CON HERIDOS
AKT;2020;MOTOCICLETA;6;06/2024;CON HERIDOS
TOYOTA;2008;CAMIONETA;17;06/2024;CON HERIDOS
BAJAJ;2014;MOTOCICLETA;12;06/2024;CON HERIDOS
TOYOTA;2020;CAMIONETA;5;06/2024;CON HERIDOS
RENAULT;2024;AUTOMOVIL;2;06/2024;CON HERIDOS
AKT;2025;MOTOCICLETA;2;06/2024;CON HERIDOS
KTM;2021;MOTOCICLETA;5;06/2024;CON HERIDOS
BAJAJ;2022;MOTOCICLETA;5;06/2024;CON HERIDOS
RENAULT;2019;CAMIONETA;7;06/2024;CON HERIDOS
BAJAJ;2025;MOTOCICLETA;2;06/2024;CON HERIDOS
TOYOTA;2014;CAMPERO;12;06/2024;CON HERIDOS
RENAULT;2017;AUTOMOVIL;9;06/2024;CON HERIDOS
AKT;2020;MOTOCICLETA;7;06/2024;CON HERIDOS
BAJAJ;2022;MOTOCICLETA;4;06/2024;CON HERIDOS
DFSK;2014;CAMIONETA;11;06/2024;CON HERIDOS
BAJAJ;2022;MOTOCICLETA;5;06/2024;CON HERIDOS
AKT;2015;MOTOCICLETA;11;06/2024;CON HERIDOS
BAJAJ;2024;MOTOCICLETA;2;06/2024;CON HERIDOS
AKT;2018;MOTOCICLETA;8;06/2024;CON HERIDOS
AKT;2015;MOTOCICLETA;11;06/2024;CON HERIDOS
AKT;2019;MOTOCICLETA;8;06/2024;CON HERIDOS
YAMAHA;2024;MOTOCICLETA;3;06/2024;CON HERIDOS
RENAULT;2003;AUTOMOVIL;23;06/2024;CON HERIDOS
YAMAHA;2021;MOTOCICLETA;5;06/2024;CON HERIDOS
YAMAHA;2024;MOTOCICLETA;2;06/2024;CON HERIDOS
BAJAJ;2011;MOTOCICLETA;15;06/2024;CON HERIDOS
BAJAJ;2015;MOTOCICLETA;11;06/2024;CON HERIDOS
BAJAJ;2023;MOTOCICLETA;2;06/2024;CON HERIDOS
BAJAJ;2022;MOTOCICLETA;4;06/2024;CON HERIDOS
YAMAHA;2022;MOTOCICLETA;4;06/2024;CON HERIDOS
RENAULT;2019;AUTOMOVIL;7;06/2024;CON HERIDOS
BAJAJ;2016;MOTOCICLETA;10;06/2024;CON HERIDOS
BAJAJ;2023;MOTOCICLETA;4;06/2024;CON HERIDOS
BAJAJ;2016;MOTOCICLETA;11;06/2024;CON HERIDOS
BAJAJ;2022;MOTOCICLETA;4;06/2024;CON HERIDOS
BAJAJ;2018;MOTOCICLETA;8;06/2024;CON HERIDOS
BAJAJ;2023;MOTOCICLETA;3;06/2024;CON HERIDOS
BAJAJ;2022;MOTOCICLETA;5;06/2024;CON HERIDOS
AKT;2021;MOTOCICLETA;5;06/2024;CON HERIDOS
KTM;2024;MOTOCICLETA;2;06/2024;CON HERIDOS
RENAULT;2016;AUTOMOVIL;10;06/2024;CON HERIDOS
BAJAJ;2023;MOTOCICLETA;3;06/2024;CON HERIDOS
JBC;2014;CAMIONETA;12;06/2024;CON HERIDOS
BAJAJ;2024;MOTOCICLETA;3;06/2024;CON HERIDOS
YAMAHA;2005;MOTOCICLETA;20;06/2024;CON HERIDOS
AKT;2021;MOTOCICLETA;6;06/2024;CON HERIDOS
BAJAJ;2022;MOTOCICLETA;4;06/2024;CON HERIDOS
RENAULT;2006;AUTOMOVIL;21;06/2024;CON HERIDOS
AKT;2024;MOTOCICLETA;2;06/2024;CON HERIDOS
AKT;2023;MOTOCICLETA;3;06/2024;CON HERIDOS
BAJAJ;2020;MOTOCICLETA;6;06/2024;CON HERIDOS
AKT;2021;MOTOCICLETA;5;06/2024;CON HERIDOS
BAJAJ;2023;MOTOCICLETA;3;06/2024;CON HERIDOS
KTM;2023;MOTOCICLETA;2;06/2024;CON HERIDOS
YAMAHA;2016;MOTOCICLETA;10;06/2024;CON HERIDOS
YAMAHA;2019;MOTOCICLETA;6;06/2024;CON HERIDOS
RENAULT;2011;CAMPERO;15;06/2024;CON HERIDOS
TOYOTA;2023;CAMIONETA;3;06/2024;CON HERIDOS
BAJAJ;2018;MOTOCICLETA;9;06/2024;CON HERIDOS
BAJAJ;2023;MOTOCICLETA;3;06/2024;CON HERIDOS
RENAULT;2023;AUTOMOVIL;3;06/2024;CON HERIDOS
YAMAHA;2024;MOTOCICLETA;3;06/2024;CON HERIDOS
RENAULT;2019;AUTOMOVIL;8;06/2024;CON HERIDOS
YAMAHA;2011;MOTOCICLETA;15;06/2024;CON HERIDOS
BAJAJ;2020;MOTOCICLETA;6;06/2024;CON HERIDOS
BAJAJ;2021;MOTOCICLETA;5;06/2024;CON HERIDOS
BAJAJ;2014;MOTOCICLETA;13;06/2024;CON HERIDOS
AKT;2020;MOTOCICLETA;6;06/2024;CON HERIDOS
RENAULT;2015;CAMPERO;11;06/2024;CON HERIDOS
HUSQVARNA;2020;MOTOCICLETA;5;06/2024;CON HERIDOS
RENAULT;2023;CAMIONETA;4;06/2024;CON HERIDOS
BAJAJ;2011;MOTOCICLETA;15;06/2024;CON HERIDOS
BAJAJ;2012;MOTOCICLETA;14;06/2024;CON HERIDOS
AKT;2020;MOTOCICLETA;7;06/2024;CON HERIDOS
BENELLI;2023;MOTOCICLETA;3;06/2024;CON HERIDOS
YAMAHA;2009;MOTOCICLETA;17;06/2024;CON HERIDOS
AKT;2023;MOTOCICLETA;3;06/2024;CON HERIDOS
BAJAJ;2023;MOTOCICLETA;3;06/2024;CON HERIDOS
BAJAJ;2016;MOTOCICLETA;11;06/2024;CON HERIDOS
ROYAL ENFIELD;2017;MOTOCICLETA;9;06/2024;CON HERIDOS
YAMAHA;2018;MOTOCICLETA;9;06/2024;CON HERIDOS
BAJAJ;2020;MOTOCICLETA;7;06/2024;CON HERIDOS
YAMAHA;2014;MOTOCICLETA;12;06/2024;CON HERIDOS
TOYOTA;2011;CAMPERO;15;06/2024;CON HERIDOS
BAJAJ;2017;MOTOCICLETA;9;06/2024;CON HERIDOS
YAMAHA;2016;MOTOCICLETA;11;06/2024;CON HERIDOS
RENAULT;2016;AUTOMOVIL;11;06/2024;CON HERIDOS
YAMAHA;2023;MOTOCICLETA;4;06/2024;CON HERIDOS
RENAULT;2013;AUTOMOVIL;13;06/2024;CON HERIDOS
YAMAHA;2021;MOTOCICLETA;6;06/2024;CON HERIDOS
YAMAHA;2023;MOTOCICLETA;4;06/2024;CON HERIDOS
AUTECO;2007;MOTOCICLETA;19;06/2024;CON HERIDOS
AKT;2011;MOTOCICLETA;15;06/2024;CON HERIDOS
YAMAHA;2019;MOTOCICLETA;7;06/2024;CON HERIDOS
YAMAHA;2016;MOTOCICLETA;10;06/2024;CON HERIDOS
TX MOTORS;2011;MOTOCICLETA;15;06/2024;CON HERIDOS
BAJAJ;2021;MOTOCICLETA;5;06/2024;CON HERIDOS
BAJAJ;2023;MOTOCICLETA;3;06/2024;CON HERIDOS
RENAULT;2017;AUTOMOVIL;9;06/2024;CON HERIDOS
AKT;2021;MOTOCICLETA;6;06/2024;CON HERIDOS
SSANGYONG;2011;CAMIONETA;16;06/2024;CON HERIDOS
AKT;2016;MOTOCICLETA;11;06/2024;CON HERIDOS
KENWORTH;2012;TRACTOCAMION;14;06/2024;CON MUERTOS
TVS;2018;MOTOCICLETA;9;06/2024;CON MUERTOS
THOMAS BUILT BUSES;2014;BUS;12;06/2024;CON MUERTOS
JAC;2024;CAMIONETA;3;06/2024;CON MUERTOS
TVS;2024;MOTOCICLETA;2;06/2024;CON MUERTOS
TVS;2024;MOTOCICLETA;2;06/2024;CON MUERTOS
HERO;2025;MOTOCICLETA;2;06/2024;CON MUERTOS
SUZUKI;2021;MOTOCICLETA;5;06/2024;CON MUERTOS
JAC;2022;CAMION;3;06/2024;CON MUERTOS
VOLKSWAGEN;2012;CAMION;13;06/2024;CON MUERTOS
TVS;2024;MOTOCICLETA;2;06/2024;CON MUERTOS
BYD;2021;BUS;5;06/2024;CON MUERTOS
VOLVO;2014;BUS;12;06/2024;CON MUERTOS
CHEVROLET;2015;AUTOMOVIL;11;06/2024;CON HERIDOS
CHEVROLET;2016;AUTOMOVIL;10;06/2024;CON HERIDOS
MAZDA;1993;MICROBUS;32;06/2024;CON HERIDOS
BAIC;2018;CAMIONETA;8;06/2024;CON HERIDOS
CHEVROLET;2010;AUTOMOVIL;16;06/2024;CON HERIDOS
CHEVROLET;2007;CAMIONETA;19;06/2024;CON HERIDOS
CHEVROLET;2011;AUTOMOVIL;15;06/2024;CON HERIDOS
MERCEDES BENZ;2011;BUS;16;06/2024;CON HERIDOS
MERCEDES BENZ;2014;BUS;12;06/2024;CON HERIDOS
CHEVROLET;1997;AUTOMOVIL;29;06/2024;CON HERIDOS
HONDA;2022;MOTOCICLETA;4;06/2024;CON HERIDOS
HONDA;2015;MOTOCICLETA;11;06/2024;CON HERIDOS
MAZDA;2015;AUTOMOVIL;11;06/2024;CON HERIDOS
CHEVROLET;2019;AUTOMOVIL;7;06/2024;CON HERIDOS
CHEVROLET;2014;AUTOMOVIL;12;06/2024;CON HERIDOS
CHEVROLET;2013;AUTOMOVIL;13;06/2024;CON HERIDOS
CHEVROLET;2013;AUTOMOVIL;14;06/2024;CON HERIDOS
CHEVROLET;1963;CAMION;63;06/2024;CON HERIDOS
HONDA;2018;MOTOCICLETA;8;06/2024;CON HERIDOS
NISSAN;2015;CAMIONETA;11;06/2024;CON HERIDOS
NISSAN;2014;CAMIONETA;12;06/2024;CON HERIDOS
CHEVROLET;2006;AUTOMOVIL;20;06/2024;CON HERIDOS
HONDA;2023;MOTOCICLETA;3;06/2024;CON HERIDOS
CHEVROLET;2013;AUTOMOVIL;12;06/2024;CON HERIDOS
HONDA;2012;MOTOCICLETA;14;06/2024;CON HERIDOS
MAZDA;2008;AUTOMOVIL;18;06/2024;CON HERIDOS
CHEVROLET;2013;CAMION;13;06/2024;CON HERIDOS
NISSAN;2011;MICROBUS;15;06/2024;CON HERIDOS
HONDA;2012;MOTOCICLETA;13;06/2024;CON HERIDOS
HONDA;2024;MOTOCICLETA;2;06/2024;CON HERIDOS
CHEVROLET;2005;AUTOMOVIL;21;06/2024;CON HERIDOS
CHEVROLET;2009;AUTOMOVIL;17;06/2024;CON HERIDOS
HONDA;2019;MOTOCICLETA;8;06/2024;CON HERIDOS
CHEVROLET;2023;CAMIONETA;3;06/2024;CON HERIDOS
CHEVROLET;2010;AUTOMOVIL;15;06/2024;CON HERIDOS
MERCEDES BENZ;2016;AUTOMOVIL;11;06/2024;CON HERIDOS
HONDA;2023;MOTOCICLETA;2;06/2024;CON HERIDOS
NISSAN;2020;CAMIONETA;6;06/2024;CON HERIDOS
CHEVROLET;2007;AUTOMOVIL;19;06/2024;CON HERIDOS
HONDA;2025;MOTOCICLETA;2;06/2024;CON HERIDOS
HONDA;2007;MOTOCICLETA;19;06/2024;CON HERIDOS
CHEVROLET;2015;AUTOMOVIL;12;06/2024;CON HERIDOS
HONDA;2025;MOTOCICLETA;2;06/2024;CON HERIDOS
CHEVROLET;2012;AUTOMOVIL;14;06/2024;CON HERIDOS
HONDA;2020;MOTOCICLETA;6;06/2024;CON HERIDOS
CHEVROLET;1998;AUTOMOVIL;27;06/2024;CON HERIDOS
CHEVROLET;2012;AUTOMOVIL;15;06/2024;CON HERIDOS
CHEVROLET;2012;AUTOMOVIL;14;06/2024;CON HERIDOS
HONDA;2013;MOTOCICLETA;13;06/2024;CON HERIDOS
HONDA;2014;MOTOCICLETA;12;06/2024;CON HERIDOS
MERCEDES BENZ;2014;BUS;12;06/2024;CON HERIDOS
CHEVROLET;2009;CAMION;17;06/2024;CON HERIDOS
NISSAN;2013;AUTOMOVIL;14;06/2024;CON HERIDOS
HONDA;2015;MOTOCICLETA;11;06/2024;CON HERIDOS
HONDA;2019;MOTOCICLETA;6;06/2024;CON HERIDOS
HONDA;2024;MOTOCICLETA;2;06/2024;CON HERIDOS
HINO;2008;BUS;18;06/2024;CON HERIDOS
CHEVROLET;2012;AUTOMOVIL;15;06/2024;CON HERIDOS
CHEVROLET;2011;AUTOMOVIL;15;06/2024;CON HERIDOS
CHEVROLET;2019;AUTOMOVIL;7;06/2024;CON HERIDOS
CHEVROLET;2020;AUTOMOVIL;5;06/2024;CON HERIDOS
SCANIA;2023;BUS;3;06/2024;CON HERIDOS
CHEVROLET;2011;CAMIONETA;15;06/2024;CON HERIDOS
MAZDA;2024;AUTOMOVIL;2;06/2024;CON HERIDOS
JEEP;2022;CAMPERO;3;06/2024;CON HERIDOS
MERCEDES BENZ;2014;BUS;12;06/2024;CON HERIDOS
MAZDA;2019;CAMIONETA;8;06/2024;CON HERIDOS
HONDA;2025;MOTOCICLETA;2;06/2024;CON HERIDOS
HINO;2011;CAMION;15;06/2024;CON HERIDOS
CHEVROLET;2011;CAMION;16;06/2024;CON HERIDOS
HONDA;2020;MOTOCICLETA;6;06/2024;CON HERIDOS
HONDA;2019;MOTOCICLETA;7;06/2024;CON HERIDOS
CHEVROLET;2016;AUTOMOVIL;10;06/2024;CON HERIDOS
CHEVROLET;2023;AUTOMOVIL;2;06/2024;CON HERIDOS
CHEVROLET;2013;CAMIONETA;13;06/2024;CON HERIDOS
HONDA;2010;MOTOCICLETA;16;06/2024;CON HERIDOS
CHEVROLET;2013;AUTOMOVIL;13;06/2024;CON HERIDOS
CHEVROLET;2012;AUTOMOVIL;15;06/2024;CON HERIDOS
CHEVROLET;2012;AUTOMOVIL;14;06/2024;CON HERIDOS
CHEVROLET;1981;CAMION;44;06/2024;CON HERIDOS
HONDA;2024;MOTOCICLETA;2;06/2024;CON HERIDOS
HONDA;2021;MOTOCICLETA;6;06/2024;CON HERIDOS
CHEVROLET;1960;CAMION;66;06/2024;CON HERIDOS
NISSAN;2012;AUTOMOVIL;15;06/2024;CON HERIDOS
HINO;2019;BUS;7;06/2024;CON HERIDOS
HONDA;2023;MOTOCICLETA;3;06/2024;CON HERIDOS
HONDA;2011;MOTOCICLETA;15;06/2024;CON HERIDOS
CHEVROLET;2010;AUTOMOVIL;16;06/2024;CON HERIDOS
MERCEDES BENZ;2014;BUS;12;06/2024;CON HERIDOS
MERCEDES BENZ;2014;BUS;11;06/2024;CON HERIDOS
SCANIA;2023;BUS;3;06/2024;CON HERIDOS
CHEVROLET;2019;CAMIONETA;6;06/2024;CON HERIDOS
CHEVROLET;2017;AUTOMOVIL;9;06/2024;CON HERIDOS
HONDA;2018;MOTOCICLETA;7;06/2024;CON HERIDOS
HONDA;2019;MOTOCICLETA;6;06/2024;CON HERIDOS
SCANIA;2023;BUS;3;06/2024;CON HERIDOS
SCANIA;2021;BUS;5;06/2024;CON HERIDOS
CHEVROLET;1985;CAMIONETA;40;06/2024;CON HERIDOS
NISSAN;2021;AUTOMOVIL;5;06/2024;CON HERIDOS
HONDA;2018;MOTOCICLETA;8;06/2024;CON HERIDOS
HONDA;2022;MOTOCICLETA;4;06/2024;CON HERIDOS
CHEVROLET;2011;AUTOMOVIL;15;06/2024;CON HERIDOS
CHEVROLET;2015;AUTOMOVIL;11;06/2024;CON HERIDOS
CHEVROLET;2018;BUS;8;06/2024;CON HERIDOS
CHEVROLET;2016;CAMIONETA;10;06/2024;CON HERIDOS
HONDA;2017;MOTOCICLETA;9;06/2024;CON HERIDOS
HONDA;2023;MOTOCICLETA;3;06/2024;CON HERIDOS
CHEVROLET;2010;CAMION;22;06/2024;CON HERIDOS
SCANIA;2013;BUS;12;06/2024;CON HERIDOS
CHEVROLET;2019;AUTOMOVIL;7;06/2024;CON HERIDOS
SCANIA;2021;BUS;4;06/2024;CON HERIDOS
SCANIA;2023;BUS;3;06/2024;CON HERIDOS
MERCEDES BENZ;2017;AUTOMOVIL;9;06/2024;CON HERIDOS
CHEVROLET;2015;MICROBUS;11;06/2024;CON HERIDOS
CHEVROLET;2011;BUS;15;06/2024;CON HERIDOS
AUTECO KYMCO;2009;MOTOCICLETA;17;06/2024;CON HERIDOS
MERCEDES BENZ;2014;BUS;8;06/2024;CON HERIDOS
MAZDA;2018;AUTOMOVIL;8;06/2024;CON HERIDOS
CHEVROLET;2021;AUTOMOVIL;5;06/2024;CON HERIDOS
MERCEDES BENZ;2014;BUS;12;06/2024;CON HERIDOS
MAZDA;2008;AUTOMOVIL;18;06/2024;CON HERIDOS
CHEVROLET;2022;AUTOMOVIL;4;06/2024;CON HERIDOS
MERCEDES BENZ;2014;BUS;12;06/2024;CON HERIDOS
CHEVROLET;1994;CAMPERO;32;06/2024;CON HERIDOS
HONDA;2018;MOTOCICLETA;8;06/2024;CON HERIDOS
CHEVROLET;2020;CAMIONETA;7;06/2024;CON HERIDOS
CHEVROLET;2023;CAMIONETA;2;06/2024;CON HERIDOS
HINO;2012;BUS;14;06/2024;CON HERIDOS
MERCEDES BENZ;2014;BUS;13;06/2024;CON HERIDOS
CHEVROLET;2012;AUTOMOVIL;14;06/2024;CON HERIDOS
CHEVROLET;2018;AUTOMOVIL;8;06/2024;CON HERIDOS
HYUNDAI;2011;AUTOMOVIL;16;06/2024;CON MUERTOS
KIA;2011;AUTOMOVIL;15;06/2024;CON MUERTOS
FORD;2012;AUTOMOVIL;14;06/2024;CON MUERTOS
FOTON;2022;CAMIONETA;4;06/2024;CON MUERTOS
KIA;2015;AUTOMOVIL;11;06/2024;CON MUERTOS
FORD;1988;VOLQUETA;35;06/2024;CON MUERTOS
KIA;2012;CAMIONETA;14;06/2024;CON MUERTOS
HYUNDAI;2016;AUTOMOVIL;10;06/2024;CON MUERTOS
VICTORY;2025;MOTOCICLETA;2;06/2024;CON MUERTOS
CHEVROLET;2015;AUTOMOVIL;11;06/2024;CON HERIDOS
SCANIA;2020;BUS;6;06/2024;CON HERIDOS
SCANIA;2021;BUS;4;06/2024;CON HERIDOS
CHEVROLET;2017;CAMIONETA;10;06/2024;CON HERIDOS
SCANIA;2021;BUS;5;06/2024;CON HERIDOS
NISSAN;2017;AUTOMOVIL;9;06/2024;CON HERIDOS
HONDA;2022;MOTOCICLETA;4;06/2024;CON HERIDOS
MERCEDES BENZ;2014;BUS;12;06/2024;CON HERIDOS
CHEVROLET;2015;BUS;12;06/2024;CON HERIDOS
HONDA;2021;MOTOCICLETA;6;06/2024;CON HERIDOS
CHEVROLET;2013;AUTOMOVIL;13;06/2024;CON HERIDOS
SCANIA;2020;BUS;5;06/2024;CON HERIDOS
CHEVROLET;2007;AUTOMOVIL;19;06/2024;CON HERIDOS
CHEVROLET;2016;CAMIONETA;10;06/2024;CON HERIDOS
SEAT;2013;AUTOMOVIL;12;06/2024;CON HERIDOS
CHEVROLET;2011;AUTOMOVIL;15;06/2024;CON HERIDOS
MERCEDES BENZ;2015;BUS;6;06/2024;CON HERIDOS
MACBOR;2018;MOTOCICLETA;7;06/2024;CON HERIDOS
NISSAN;2011;AUTOMOVIL;15;06/2024;CON HERIDOS
CHEVROLET;2010;BUS;16;06/2024;CON HERIDOS
MERCEDES BENZ;2014;BUS;12;06/2024;CON HERIDOS
CHEVROLET;2022;CAMIONETA;4;06/2024;CON HERIDOS
CHEVROLET;2008;AUTOMOVIL;18;06/2024;CON HERIDOS
CHEVROLET;2015;BUS;12;06/2024;CON HERIDOS
SCANIA;2020;BUS;6;06/2024;CON HERIDOS
SCANIA;2021;BUS;5;06/2024;CON HERIDOS
CHEVROLET;2011;AUTOMOVIL;15;06/2024;CON HERIDOS
CHEVROLET;2015;BUS;12;06/2024;CON HERIDOS
MERCEDES BENZ;2019;VOLQUETA;7;06/2024;CON HERIDOS
CHEVROLET;2012;CAMIONETA;14;06/2024;CON HERIDOS
NISSAN;2000;CAMIONETA;26;06/2024;CON HERIDOS
CHEVROLET;2018;AUTOMOVIL;8;06/2024;CON HERIDOS
NISSAN;2012;AUTOMOVIL;15;06/2024;CON HERIDOS
MERCEDES BENZ;2010;BUS;16;06/2024;CON HERIDOS
CHEVROLET;1995;CAMION;30;06/2024;CON HERIDOS
MERCEDES BENZ;2014;BUS;12;06/2024;CON HERIDOS
SCANIA;2021;BUS;5;06/2024;CON HERIDOS
HONDA;2024;MOTOCICLETA;2;06/2024;CON HERIDOS
MERCEDES BENZ;2014;BUS;12;06/2024;CON HERIDOS
NISSAN;2011;CAMIONETA;16;06/2024;CON HERIDOS
CHEVROLET;2023;AUTOMOVIL;3;06/2024;CON HERIDOS
SCANIA;2021;BUS;5;06/2024;CON HERIDOS
SCANIA;2023;BUS;3;06/2024;CON HERIDOS
SCANIA;2014;BUS;12;06/2024;CON HERIDOS
CHEVROLET;1999;AUTOMOVIL;27;06/2024;CON HERIDOS
MERCEDES BENZ;2013;BUS;13;06/2024;CON HERIDOS
HONDA;2023;MOTOCICLETA;4;06/2024;CON HERIDOS
MERCEDES BENZ;2013;BUS;13;06/2024;CON HERIDOS
SCANIA;2023;BUS;3;06/2024;CON HERIDOS
HINO;2017;CAMIONETA;9;06/2024;CON HERIDOS
SCANIA;2023;BUS;3;06/2024;CON HERIDOS
HONDA;2020;MOTOCICLETA;6;06/2024;CON HERIDOS
CHEVROLET;2010;MICROBUS;16;06/2024;CON HERIDOS
MERCEDES BENZ;2020;BUS;4;06/2024;CON HERIDOS
HONDA;2023;MOTOCICLETA;3;06/2024;CON HERIDOS
NISSAN;1993;CAMIONETA;33;06/2024;CON HERIDOS
NISSAN;2015;CAMIONETA;11;06/2024;CON HERIDOS
CHEVROLET;2015;BUS;12;06/2024;CON HERIDOS
UNITED MOTORS;2014;MOTOCICLETA;11;06/2024;CON HERIDOS
MERCEDES BENZ;2020;CAMIONETA;6;06/2024;CON HERIDOS
HONDA;2019;MOTOCICLETA;7;06/2024;CON HERIDOS
CHEVROLET;2012;AUTOMOVIL;14;06/2024;CON HERIDOS
HONDA;2024;MOTOCICLETA;3;06/2024;CON HERIDOS
CHEVROLET;2014;BUS;12;06/2024;CON HERIDOS
MERCEDES BENZ;1998;AUTOMOVIL;27;06/2024;CON HERIDOS
CHEVROLET;2014;AUTOMOVIL;12;06/2024;CON HERIDOS
MAZDA;2016;AUTOMOVIL;11;06/2024;CON HERIDOS
CHEVROLET;2023;CAMIONETA;3;06/2024;CON HERIDOS
CHEVROLET;2008;CAMION;18;06/2024;CON HERIDOS
CHEVROLET;2023;CAMIONETA;3;06/2024;CON HERIDOS
NISSAN;1997;AUTOMOVIL;28;06/2024;CON HERIDOS
CHEVROLET;2017;AUTOMOVIL;9;06/2024;CON HERIDOS
CHEVROLET;2018;CAMIONETA;8;06/2024;CON HERIDOS
CHEVROLET;2011;CAMIONETA;15;06/2024;CON HERIDOS
HINO;1995;CAMION;31;06/2024;CON HERIDOS
CHEVROLET;2023;AUTOMOVIL;4;06/2024;CON HERIDOS
HONDA;2017;MOTOCICLETA;8;06/2024;CON HERIDOS
CHEVROLET;1989;AUTOMOVIL;33;06/2024;CON HERIDOS
MERCEDES BENZ;2014;BUS;6;06/2024;CON HERIDOS
CHEVROLET;2014;CAMIONETA;12;06/2024;CON HERIDOS
CHEVROLET;2015;BUS;12;06/2024;CON HERIDOS
CHEVROLET;2013;AUTOMOVIL;14;06/2024;CON HERIDOS
CHEVROLET;2018;CAMIONETA;9;06/2024;CON HERIDOS
HONDA;2021;MOTOCICLETA;6;06/2024;CON HERIDOS
CHEVROLET;2016;CAMIONETA;10;06/2024;CON HERIDOS
MERCEDES BENZ;2014;BUS;12;06/2024;CON HERIDOS
CHEVROLET;2015;BUS;12;06/2024;CON HERIDOS
CHEVROLET;2017;AUTOMOVIL;9;06/2024;CON HERIDOS
MAZDA;2020;AUTOMOVIL;6;06/2024;CON HERIDOS
HONDA;2020;MOTOCICLETA;7;06/2024;CON HERIDOS
CHEVROLET;2001;AUTOMOVIL;25;06/2024;CON HERIDOS
CHEVROLET;2008;AUTOMOVIL;18;06/2024;CON HERIDOS
SCANIA;2020;BUS;6;06/2024;CON HERIDOS
CHEVROLET;2010;AUTOMOVIL;16;06/2024;CON HERIDOS
CHEVROLET;2014;CAMION;13;06/2024;CON HERIDOS
MERCEDES BENZ;2014;BUS;12;06/2024;CON HERIDOS
MERCEDES BENZ;2014;BUS;12;06/2024;CON HERIDOS
MERCEDES BENZ;2014;BUS;12;06/2024;CON HERIDOS
MERCEDES BENZ;2014;BUS;12;06/2024;CON HERIDOS
CHEVROLET;2005;MICROBUS;20;06/2024;CON HERIDOS
CHEVROLET;2016;AUTOMOVIL;9;06/2024;CON HERIDOS
CHEVROLET;2015;BUS;12;06/2024;CON HERIDOS
HONDA;2020;MOTOCICLETA;6;06/2024;CON HERIDOS
HONDA;2018;MOTOCICLETA;7;06/2024;CON HERIDOS
CHEVROLET;2016;AUTOMOVIL;10;06/2024;CON HERIDOS
CHEVROLET;2015;CAMION;11;06/2024;CON HERIDOS
MERCEDES BENZ;2015;BUS;6;06/2024;CON HERIDOS
CHEVROLET;2023;AUTOMOVIL;3;06/2024;CON HERIDOS
NISSAN;2020;AUTOMOVIL;6;06/2024;CON HERIDOS
CHEVROLET;2012;AUTOMOVIL;14;06/2024;CON HERIDOS
SCANIA;2023;BUS;3;06/2024;CON HERIDOS
SCANIA;2021;BUS;5;06/2024;CON HERIDOS
HONDA;2012;MOTOCICLETA;14;06/2024;CON HERIDOS
CHEVROLET;2011;AUTOMOVIL;15;06/2024;CON HERIDOS
MACK;2011;VOLQUETA;15;06/2024;CON HERIDOS
CHEVROLET;2015;BUS;12;06/2024;CON HERIDOS
HONDA;2015;MOTOCICLETA;11;06/2024;CON HERIDOS
