MARCA_VEHICULO;MODELO_VEHICULO;TIPO_VEHICULO;EDAD_VEHICULO;FECHA_ACCIDENTE;GRAVEDAD_ACCIDENTE
TVS;2023;MOTOCICLETA;4;09/2023;CON MUERTOS
TVS;2023;MOTOCICLETA;4;09/2023;CON MUERTOS
KENWORTH;2021;TRACTOCAMION;5;09/2023;CON MUERTOS
VOLKSWAGEN;2021;CAMIONETA;5;09/2023;CON MUERTOS
TVS;2021;MOTOCICLETA;5;09/2023;CON MUERTOS
TVS;2018;MOTOCICLETA;9;09/2023;CON MUERTOS
TVS;2023;MOTOCICLETA;3;09/2023;CON MUERTOS
CHEVROLET;2013;AUTOMOVIL;13;09/2023;CON HERIDOS
CHEVROLET;2022;AUTOMOVIL;4;09/2023;CON HERIDOS
SCANIA;2020;BUS;6;09/2023;CON HERIDOS
CHEVROLET;2001;AUTOMOVIL;25;09/2023;CON HERIDOS
JMC;2023;CAMIONETA;3;09/2023;CON HERIDOS
CHEVROLET;2011;CAMIONETA;15;09/2023;CON HERIDOS
SCANIA;2021;BUS;5;09/2023;CON HERIDOS
HONDA;2022;MOTOCICLETA;5;09/2023;CON HERIDOS
CHEVROLET;2019;CAMIONETA;7;09/2023;CON HERIDOS
CHEVROLET;2015;CAMPERO;11;09/2023;CON HERIDOS
RAM;2020;CAMIONETA;5;09/2023;CON HERIDOS
HONDA;2024;MOTOCICLETA;3;09/2023;CON HERIDOS
SCANIA;2021;BUS;5;09/2023;CON HERIDOS
HONDA;2023;MOTOCICLETA;3;09/2023;CON HERIDOS
CHEVROLET;2013;AUTOMOVIL;14;09/2023;CON HERIDOS
MAZDA;2012;AUTOMOVIL;14;09/2023;CON HERIDOS
HONDA;2011;MOTOCICLETA;15;09/2023;CON HERIDOS
CHEVROLET;2020;AUTOMOVIL;6;09/2023;CON HERIDOS
CHEVROLET;2011;CAMION;15;09/2023;CON MUERTOS
MERCEDES BENZ;2019;CAMION;7;09/2023;CON MUERTOS
MERCEDES BENZ;2014;BUS;12;09/2023;CON MUERTOS
HONDA;2023;MOTOCICLETA;4;09/2023;CON MUERTOS
HONDA;2022;MOTOCICLETA;4;09/2023;CON MUERTOS
CHEVROLET;2009;CAMION;18;09/2023;CON MUERTOS
MERCEDES BENZ;2014;BUS;12;09/2023;CON MUERTOS
HINO;2004;BUSETA;22;09/2023;CON MUERTOS
HONDA;2012;MOTOCICLETA;14;09/2023;CON MUERTOS
SEAT;1996;AUTOMOVIL;30;09/2023;CON MUERTOS
CHEVROLET;2014;BUS;12;09/2023;CON MUERTOS
CHEVROLET;2005;MICROBUS;21;09/2023;CON MUERTOS
MACK;1994;VOLQUETA;31;09/2023;CON MUERTOS
CHEVROLET;2016;AUTOMOVIL;11;09/2023;CON MUERTOS
BAJAJ;2013;MOTOCICLETA;14;09/2023;CON HERIDOS
KTM;2019;MOTOCICLETA;7;09/2023;CON HERIDOS
YAMAHA;2017;MOTOCICLETA;10;09/2023;CON HERIDOS
ZOTYE;2014;CAMIONETA;12;09/2023;CON HERIDOS
HUSQVARNA;2023;MOTOCICLETA;3;09/2023;CON HERIDOS
RENAULT;2018;AUTOMOVIL;8;09/2023;CON HERIDOS
BAJAJ;2023;MOTOCICLETA;3;09/2023;CON HERIDOS
AKT;2012;MOTOCICLETA;14;09/2023;CON HERIDOS
RENAULT;2001;AUTOMOVIL;25;09/2023;CON HERIDOS
YAMAHA;2014;MOTOCICLETA;12;09/2023;CON HERIDOS
CFMOTO;2021;MOTOCICLETA;5;09/2023;CON HERIDOS
YAMAHA;2013;MOTOCICLETA;13;09/2023;CON HERIDOS
BAJAJ;2019;MOTOCICLETA;8;09/2023;CON HERIDOS
AKT;2017;MOTOCICLETA;10;09/2023;CON HERIDOS
RENAULT;2021;AUTOMOVIL;6;09/2023;CON HERIDOS
AKT;2019;MOTOCICLETA;8;09/2023;CON HERIDOS
YAMAHA;2018;MOTOCICLETA;9;09/2023;CON HERIDOS
BAJAJ;2017;MOTOCICLETA;10;09/2023;CON HERIDOS
SSANGYONG;2008;CAMPERO;19;09/2023;CON HERIDOS
RENAULT;1994;AUTOMOVIL;31;09/2023;CON HERIDOS
BLUE BIRD;2014;BUS;12;09/2023;CON HERIDOS
AKT;2022;MOTOCICLETA;4;09/2023;CON HERIDOS
RENAULT;2008;AUTOMOVIL;18;09/2023;CON HERIDOS
BLUE BIRD;2014;BUS;13;09/2023;CON HERIDOS
AKT;2019;MOTOCICLETA;7;09/2023;CON HERIDOS
BLUE BIRD;2015;BUS;11;09/2023;CON HERIDOS
BAJAJ;2020;MOTOCICLETA;7;09/2023;CON HERIDOS
BAJAJ;2017;MOTOCICLETA;9;09/2023;CON HERIDOS
AKT;2024;MOTOCICLETA;2;09/2023;CON HERIDOS
AKT;2023;MOTOCICLETA;3;09/2023;CON HERIDOS
YAMAHA;2012;MOTOCICLETA;14;09/2023;CON HERIDOS
AKT;2022;MOTOCICLETA;5;09/2023;CON HERIDOS
SKODA;2002;AUTOMOVIL;24;09/2023;CON HERIDOS
KTM;2022;MOTOCICLETA;4;09/2023;CON HERIDOS
BENELLI;2022;MOTOCICLETA;5;09/2023;CON HERIDOS
RENAULT;2008;AUTOMOVIL;17;09/2023;CON HERIDOS
YAMAHA;2021;MOTOCICLETA;5;09/2023;CON HERIDOS
BAJAJ;2022;MOTOCICLETA;4;09/2023;CON HERIDOS
AKT;2017;MOTOCICLETA;9;09/2023;CON HERIDOS
RENAULT;2023;CAMIONETA;4;09/2023;CON HERIDOS
AKT;2019;MOTOCICLETA;8;09/2023;CON HERIDOS
AKT;2022;MOTOCICLETA;4;09/2023;CON HERIDOS
BAJAJ;2011;MOTOCICLETA;15;09/2023;CON HERIDOS
BAJAJ;2012;MOTOCICLETA;13;09/2023;CON HERIDOS
BAJAJ;2019;MOTOCICLETA;7;09/2023;CON HERIDOS
RENAULT;2016;AUTOMOVIL;10;09/2023;CON HERIDOS
KTM;2016;MOTOCICLETA;10;09/2023;CON HERIDOS
RENAULT;2013;AUTOMOVIL;13;09/2023;CON HERIDOS
BAJAJ;2023;MOTOCICLETA;4;09/2023;CON HERIDOS
AKT;2017;MOTOCICLETA;9;09/2023;CON HERIDOS
PORSCHE;2015;CAMIONETA;11;09/2023;CON HERIDOS
BAJAJ;2022;MOTOCICLETA;5;09/2023;CON HERIDOS
RENAULT;2016;CAMIONETA;11;09/2023;CON HERIDOS
BAJAJ;2021;MOTOCICLETA;5;09/2023;CON HERIDOS
YAMAHA;2024;MOTOCICLETA;3;09/2023;CON HERIDOS
AKT;2022;MOTOCICLETA;5;09/2023;CON HERIDOS
BAJAJ;2023;MOTOCICLETA;3;09/2023;CON HERIDOS
INTERNATIONAL;2013;VOLQUETA;14;09/2023;CON HERIDOS
AKT;2012;MOTOCICLETA;14;09/2023;CON HERIDOS
BAJAJ;2014;MOTOCICLETA;13;09/2023;CON HERIDOS
AKT;2018;MOTOCICLETA;8;09/2023;CON HERIDOS
BAJAJ;2014;MOTOCICLETA;12;09/2023;CON HERIDOS
AKT;2024;MOTOCICLETA;3;09/2023;CON HERIDOS
TOYOTA;2023;CAMIONETA;3;09/2023;CON HERIDOS
BAJAJ;2024;MOTOCICLETA;3;09/2023;CON HERIDOS
YAMAHA;2021;MOTOCICLETA;5;09/2023;CON HERIDOS
BAJAJ;2018;MOTOCICLETA;8;09/2023;CON HERIDOS
AKT;2016;MOTOCICLETA;10;09/2023;CON HERIDOS
YAMAHA;2014;MOTOCICLETA;12;09/2023;CON HERIDOS
AKT;2009;MOTOCICLETA;18;09/2023;CON HERIDOS
BAJAJ;2023;MOTOCICLETA;3;09/2023;CON HERIDOS
AKT;2023;MOTOCICLETA;4;09/2023;CON HERIDOS
BAJAJ;2014;MOTOCICLETA;13;09/2023;CON HERIDOS
TOYOTA;2009;CAMIONETA;17;09/2023;CON HERIDOS
YAMAHA;2014;MOTOCICLETA;12;09/2023;CON HERIDOS
BAJAJ;2018;MOTOCICLETA;9;09/2023;CON HERIDOS
BAJAJ;2024;MOTOCICLETA;3;09/2023;CON HERIDOS
BAJAJ;2013;MOTOCICLETA;13;09/2023;CON HERIDOS
AKT;2023;MOTOCICLETA;3;09/2023;CON HERIDOS
BAJAJ;2014;MOTOCICLETA;12;09/2023;CON HERIDOS
AKT;2024;MOTOCICLETA;3;09/2023;CON HERIDOS
BAJAJ;2023;MOTOCICLETA;3;09/2023;CON HERIDOS
KTM;2021;MOTOCICLETA;4;09/2023;CON HERIDOS
RENAULT;2019;CAMPERO;8;09/2023;CON HERIDOS
TOYOTA;2013;CAMPERO;13;09/2023;CON HERIDOS
RENAULT;2008;AUTOMOVIL;18;09/2023;CON HERIDOS
BAJAJ;2016;MOTOCICLETA;11;09/2023;CON HERIDOS
BAJAJ;2024;MOTOCICLETA;3;09/2023;CON HERIDOS
BENELLI;2021;MOTOCICLETA;5;09/2023;CON HERIDOS
RENAULT;2012;CAMPERO;14;09/2023;CON HERIDOS
BAJAJ;2017;MOTOCICLETA;9;09/2023;CON HERIDOS
BAJAJ;2023;MOTOCICLETA;4;09/2023;CON HERIDOS
BAJAJ;2023;MOTOCICLETA;3;09/2023;CON HERIDOS
TOYOTA;2013;CAMPERO;13;09/2023;CON HERIDOS
RENAULT;2024;CAMIONETA;3;09/2023;CON HERIDOS
BAJAJ;2022;MOTOCICLETA;4;09/2023;CON HERIDOS
BAJAJ;2011;MOTOCICLETA;15;09/2023;CON HERIDOS
RENAULT;2011;AUTOMOVIL;15;09/2023;CON HERIDOS
YAMAHA;2017;MOTOCICLETA;9;09/2023;CON HERIDOS
YAMAHA;2007;MOTOCICLETA;19;09/2023;CON HERIDOS
RENAULT;2022;AUTOMOVIL;4;09/2023;CON HERIDOS
BENELLI;2021;MOTOCICLETA;5;09/2023;CON HERIDOS
DFSK;2016;CAMIONETA;11;09/2023;CON HERIDOS
BAJAJ;2022;MOTOCICLETA;5;09/2023;CON HERIDOS
BENELLI;2022;MOTOCICLETA;4;09/2023;CON HERIDOS
INTERNATIONAL;2019;CAMION;7;09/2023;CON HERIDOS
YAMAHA;2023;MOTOCICLETA;4;09/2023;CON HERIDOS
BAJAJ;2023;MOTOCICLETA;4;09/2023;CON HERIDOS
BLUE BIRD;2014;BUS;12;09/2023;CON HERIDOS
BAJAJ;2023;MOTOCICLETA;4;09/2023;CON HERIDOS
AKT;2012;MOTOCICLETA;14;09/2023;CON HERIDOS
AKT;2022;MOTOCICLETA;4;09/2023;CON HERIDOS
BLUE BIRD;2014;BUS;13;09/2023;CON HERIDOS
RENAULT;2013;AUTOMOVIL;13;09/2023;CON HERIDOS
BAJAJ;2023;MOTOCICLETA;3;09/2023;CON HERIDOS
DFSK;2024;CAMIONETA;3;09/2023;CON HERIDOS
RENAULT;2020;MICROBUS;7;09/2023;CON HERIDOS
KTM;2023;MOTOCICLETA;3;09/2023;CON HERIDOS
BAJAJ;2015;MOTOCICLETA;11;09/2023;CON HERIDOS
YAMAHA;2006;MOTOCICLETA;19;09/2023;CON HERIDOS
AKT;2023;MOTOCICLETA;4;09/2023;CON HERIDOS
AKT;2009;MOTOCICLETA;17;09/2023;CON HERIDOS
BAJAJ;2021;MOTOCICLETA;5;09/2023;CON HERIDOS
BAJAJ;2022;MOTOCICLETA;4;09/2023;CON HERIDOS
AKT;2019;MOTOCICLETA;7;09/2023;CON HERIDOS
BAJAJ;2014;MOTOCICLETA;12;09/2023;CON HERIDOS
YAMAHA;1981;MOTOCICLETA;45;09/2023;CON HERIDOS
YAMAHA;2024;MOTOCICLETA;3;09/2023;CON HERIDOS
YAMAHA;1998;MOTOCICLETA;28;09/2023;CON HERIDOS
BAJAJ;2018;MOTOCICLETA;8;09/2023;CON HERIDOS
YAMAHA;2018;MOTOCICLETA;9;09/2023;CON HERIDOS
BLUE BIRD;2014;BUS;13;09/2023;CON HERIDOS
BAJAJ;2022;MOTOCICLETA;4;09/2023;CON HERIDOS
YAMAHA;2020;MOTOCICLETA;6;09/2023;CON HERIDOS
AKT;2024;MOTOCICLETA;3;09/2023;CON HERIDOS
BAJAJ;2023;MOTOCICLETA;3;09/2023;CON HERIDOS
BAJAJ;2024;MOTOCICLETA;3;09/2023;CON HERIDOS
YAMAHA;2021;MOTOCICLETA;4;09/2023;CON HERIDOS
BAJAJ;2016;MOTOCICLETA;11;09/2023;CON HERIDOS
AKT;2022;MOTOCICLETA;5;09/2023;CON HERIDOS
RENAULT;2011;AUTOMOVIL;14;09/2023;CON HERIDOS
YAMAHA;2017;MOTOCICLETA;10;09/2023;CON HERIDOS
BAJAJ;2024;MOTOCICLETA;3;09/2023;CON HERIDOS
YAMAHA;2016;MOTOCICLETA;10;09/2023;CON HERIDOS
AKT;2020;MOTOCICLETA;7;09/2023;CON HERIDOS
BAJAJ;2024;MOTOCICLETA;3;09/2023;CON HERIDOS
BAJAJ;2022;MOTOCICLETA;4;09/2023;CON HERIDOS
BAJAJ;2015;MOTOCICLETA;11;09/2023;CON HERIDOS
BAJAJ;2023;MOTOCICLETA;3;09/2023;CON HERIDOS
BAJAJ;2020;MOTOCICLETA;6;09/2023;CON HERIDOS
AKT;2022;MOTOCICLETA;4;09/2023;CON HERIDOS
BAJAJ;2011;MOTOCICLETA;15;09/2023;CON HERIDOS
BAJAJ;2024;MOTOCICLETA;2;09/2023;CON HERIDOS
BAJAJ;2020;MOTOCICLETA;6;09/2023;CON HERIDOS
BAJAJ;2012;MOTOCICLETA;14;09/2023;CON HERIDOS
RENAULT;2014;CAMIONETA;12;09/2023;CON HERIDOS
BAJAJ;2014;MOTOCICLETA;12;09/2023;CON HERIDOS
BAJAJ;2018;MOTOCICLETA;8;09/2023;CON HERIDOS
BAJAJ;2019;MOTOCICLETA;8;09/2023;CON HERIDOS
BAJAJ;2013;MOTOCICLETA;13;09/2023;CON HERIDOS
RENAULT;2014;AUTOMOVIL;12;09/2023;CON HERIDOS
YAMAHA;2017;MOTOCICLETA;9;09/2023;CON HERIDOS
BAJAJ;2023;MOTOCICLETA;3;09/2023;CON HERIDOS
YAMAHA;2018;MOTOCICLETA;8;09/2023;CON HERIDOS
YAMAHA;2021;MOTOCICLETA;5;09/2023;CON HERIDOS
AKT;2021;MOTOCICLETA;6;09/2023;CON HERIDOS
BAJAJ;2022;MOTOCICLETA;4;09/2023;CON HERIDOS
YAMAHA;2022;MOTOCICLETA;4;09/2023;CON HERIDOS
AKT;2023;MOTOCICLETA;4;09/2023;CON HERIDOS
RENAULT;2023;AUTOMOVIL;3;09/2023;CON HERIDOS
BAJAJ;2018;MOTOCICLETA;8;09/2023;CON HERIDOS
BAJAJ;2022;MOTOCICLETA;5;09/2023;CON HERIDOS
AKT;2018;MOTOCICLETA;8;09/2023;CON HERIDOS
AKT;2022;MOTOCICLETA;5;09/2023;CON HERIDOS
RENAULT;2023;AUTOMOVIL;4;09/2023;CON HERIDOS
YAMAHA;2022;MOTOCICLETA;4;09/2023;CON HERIDOS
AKT;2024;MOTOCICLETA;3;09/2023;CON HERIDOS
BAJAJ;2016;MOTOCICLETA;11;09/2023;CON HERIDOS
AKT;2011;MOTOCICLETA;16;09/2023;CON HERIDOS
BAJAJ;2013;MOTOCICLETA;13;09/2023;CON HERIDOS
YAMAHA;1998;MOTOCICLETA;23;09/2023;CON HERIDOS
BAJAJ;2024;MOTOCICLETA;3;09/2023;CON HERIDOS
BAJAJ;2021;MOTOCICLETA;5;09/2023;CON HERIDOS
BAJAJ;2014;MOTOCICLETA;13;09/2023;CON HERIDOS
AKT;2021;MOTOCICLETA;5;09/2023;CON HERIDOS
AKT;2022;MOTOCICLETA;5;09/2023;CON HERIDOS
AKT;2023;MOTOCICLETA;3;09/2023;CON HERIDOS
KTM;2022;MOTOCICLETA;4;09/2023;CON HERIDOS
BAJAJ;2024;MOTOCICLETA;2;09/2023;CON HERIDOS
RENAULT;2022;CAMIONETA;4;09/2023;CON HERIDOS
RENAULT;2019;AUTOMOVIL;8;09/2023;CON HERIDOS
BAJAJ;2024;MOTOCICLETA;3;09/2023;CON HERIDOS
BAJAJ;2016;MOTOCICLETA;11;09/2023;CON HERIDOS
RENAULT;2004;AUTOMOVIL;22;09/2023;CON HERIDOS
INTERNATIONAL;2014;VOLQUETA;12;09/2023;CON HERIDOS
AKT;2019;MOTOCICLETA;8;09/2023;CON HERIDOS
BAJAJ;2008;MOTOCICLETA;19;09/2023;CON HERIDOS
BAJAJ;2019;MOTOCICLETA;7;09/2023;CON HERIDOS
BAJAJ;2024;MOTOCICLETA;3;09/2023;CON HERIDOS
BAJAJ;2024;MOTOCICLETA;2;09/2023;CON HERIDOS
BAJAJ;2015;MOTOCICLETA;11;09/2023;CON HERIDOS
SKODA;2011;AUTOMOVIL;16;09/2023;CON HERIDOS
BAJAJ;2022;MOTOCICLETA;5;09/2023;CON HERIDOS
BAJAJ;2014;MOTOCICLETA;13;09/2023;CON HERIDOS
BAJAJ;2010;MOTOCICLETA;16;09/2023;CON HERIDOS
BAJAJ;2018;MOTOCICLETA;9;09/2023;CON HERIDOS
BAJAJ;2014;MOTOCICLETA;12;09/2023;CON HERIDOS
BAJAJ;2023;MOTOCICLETA;3;09/2023;CON HERIDOS
BAJAJ;2023;MOTOCICLETA;3;09/2023;CON HERIDOS
YAMAHA;2010;MOTOCICLETA;16;09/2023;CON HERIDOS
BAJAJ;2014;MOTOCICLETA;12;09/2023;CON HERIDOS
BAJAJ;2017;MOTOCICLETA;9;09/2023;CON HERIDOS
CITROEN;2020;CAMIONETA;6;09/2023;CON HERIDOS
BAJAJ;2022;MOTOCICLETA;5;09/2023;CON HERIDOS
RENAULT;2013;AUTOMOVIL;13;09/2023;CON HERIDOS
RENAULT;2023;AUTOMOVIL;3;09/2023;CON HERIDOS
AKT;2021;MOTOCICLETA;5;09/2023;CON HERIDOS
YAMAHA;2023;MOTOCICLETA;3;09/2023;CON HERIDOS
BAJAJ;2024;MOTOCICLETA;3;09/2023;CON HERIDOS
ROYAL ENFIELD;2023;MOTOCICLETA;3;09/2023;CON HERIDOS
BAJAJ;2023;MOTOCICLETA;3;09/2023;CON HERIDOS
RENAULT;2018;AUTOMOVIL;8;09/2023;CON HERIDOS
BAJAJ;2024;MOTOCICLETA;3;09/2023;CON HERIDOS
BENELLI;2022;MOTOCICLETA;3;09/2023;CON HERIDOS
YAMAHA;2011;MOTOCICLETA;14;09/2023;CON HERIDOS
CHANGAN;2023;CAMIONETA;3;09/2023;CON HERIDOS
YAMAHA;2021;MOTOCICLETA;6;09/2023;CON HERIDOS
AKT;2023;MOTOCICLETA;4;09/2023;CON HERIDOS
YAMAHA;2010;MOTOCICLETA;16;09/2023;CON HERIDOS
AKT;2024;MOTOCICLETA;3;09/2023;CON HERIDOS
RENAULT;2016;AUTOMOVIL;10;09/2023;CON HERIDOS
BAJAJ;2018;MOTOCICLETA;8;09/2023;CON HERIDOS
SKODA;1996;AUTOMOVIL;30;09/2023;CON HERIDOS
YAMAHA;2017;MOTOCICLETA;2;09/2023;CON HERIDOS
BAJAJ;2019;MOTOCICLETA;8;09/2023;CON HERIDOS
YAMAHA;2013;MOTOCICLETA;13;09/2023;CON HERIDOS
BAJAJ;2022;MOTOCICLETA;4;09/2023;CON HERIDOS
RENAULT;2018;CAMPERO;8;09/2023;CON HERIDOS
AKT;2013;MOTOCICLETA;13;09/2023;CON HERIDOS
RENAULT;2013;AUTOMOVIL;13;09/2023;CON HERIDOS
AKT;2016;MOTOCICLETA;11;09/2023;CON HERIDOS
KTM;2021;MOTOCICLETA;4;09/2023;CON HERIDOS
YAMAHA;1994;MOTOCICLETA;31;09/2023;CON HERIDOS
BAJAJ;2017;MOTOCICLETA;9;09/2023;CON HERIDOS
INTERNATIONAL;2010;TRACTOCAMION;16;09/2023;CON HERIDOS
RENAULT;2012;AUTOMOVIL;14;09/2023;CON HERIDOS
YAMAHA;2015;MOTOCICLETA;11;09/2023;CON HERIDOS
BAJAJ;2022;MOTOCICLETA;4;09/2023;CON HERIDOS
AKT;2023;MOTOCICLETA;3;09/2023;CON HERIDOS
AKT;2023;MOTOCICLETA;3;09/2023;CON HERIDOS
BAJAJ;2019;MOTOCICLETA;7;09/2023;CON HERIDOS
RENAULT;2020;AUTOMOVIL;6;09/2023;CON HERIDOS
AKT;2023;MOTOCICLETA;4;09/2023;CON HERIDOS
BAJAJ;2014;MOTOCICLETA;12;09/2023;CON HERIDOS
RENAULT;2019;AUTOMOVIL;7;09/2023;CON HERIDOS
BAJAJ;2022;MOTOCICLETA;5;09/2023;CON HERIDOS
BAJAJ;2021;MOTOCICLETA;6;09/2023;CON HERIDOS
AKT;2015;MOTOCICLETA;11;09/2023;CON HERIDOS
TOYOTA;2006;CAMPERO;20;09/2023;CON HERIDOS
YAMAHA;2022;MOTOCICLETA;5;09/2023;CON HERIDOS
BAJAJ;2019;MOTOCICLETA;8;09/2023;CON HERIDOS
BAJAJ;2022;MOTOCICLETA;4;09/2023;CON HERIDOS
AKT;2016;MOTOCICLETA;10;09/2023;CON HERIDOS
RENAULT;2020;AUTOMOVIL;6;09/2023;CON HERIDOS
BAJAJ;2016;MOTOCICLETA;10;09/2023;CON HERIDOS
BAJAJ;2021;MOTOCICLETA;5;09/2023;CON HERIDOS
BAJAJ;2023;MOTOCICLETA;3;09/2023;CON HERIDOS
YAMAHA;2017;MOTOCICLETA;9;09/2023;CON HERIDOS
AKT;2011;MOTOCICLETA;15;09/2023;CON HERIDOS
AKT;2017;MOTOCICLETA;9;09/2023;CON HERIDOS
AKT;2023;MOTOCICLETA;3;09/2023;CON HERIDOS
BAJAJ;2023;MOTOCICLETA;3;09/2023;CON HERIDOS
BLUE BIRD;2014;BUS;13;09/2023;CON HERIDOS
BAJAJ;2012;MOTOCICLETA;14;09/2023;CON HERIDOS
BAJAJ;2021;MOTOCICLETA;5;09/2023;CON HERIDOS
AKT;2023;MOTOCICLETA;3;09/2023;CON HERIDOS
BAJAJ;2024;MOTOCICLETA;3;09/2023;CON HERIDOS
RENAULT;2011;AUTOMOVIL;15;09/2023;CON HERIDOS
BAJAJ;2024;MOTOCICLETA;3;09/2023;CON HERIDOS
KTM;2022;MOTOCICLETA;4;09/2023;CON HERIDOS
AKT;2018;MOTOCICLETA;8;09/2023;CON HERIDOS
AKT;2021;MOTOCICLETA;5;09/2023;CON HERIDOS
YAMAHA;2019;MOTOCICLETA;7;09/2023;CON HERIDOS
BAJAJ;2013;MOTOCICLETA;13;09/2023;CON HERIDOS
AKT;2019;MOTOCICLETA;8;09/2023;CON HERIDOS
KTM;2019;MOTOCICLETA;7;09/2023;CON HERIDOS
BAJAJ;2019;MOTOCICLETA;8;09/2023;CON HERIDOS
BAJAJ;2022;MOTOCICLETA;4;09/2023;CON HERIDOS
YAMAHA;2021;MOTOCICLETA;5;09/2023;CON HERIDOS
DFSK;2021;CAMIONETA;6;09/2023;CON HERIDOS
YAMAHA;2019;MOTOCICLETA;7;09/2023;CON HERIDOS
RENAULT;2009;AUTOMOVIL;17;09/2023;CON HERIDOS
AKT;2020;MOTOCICLETA;7;09/2023;CON HERIDOS
BAJAJ;2021;MOTOCICLETA;5;09/2023;CON HERIDOS
RENAULT;2015;AUTOMOVIL;12;09/2023;CON HERIDOS
BAJAJ;2023;MOTOCICLETA;3;09/2023;CON HERIDOS
RENAULT;2014;CAMPERO;11;09/2023;CON HERIDOS
YAMAHA;2023;MOTOCICLETA;3;09/2023;CON HERIDOS
AKT;2023;MOTOCICLETA;3;09/2023;CON HERIDOS
BAJAJ;2017;MOTOCICLETA;9;09/2023;CON HERIDOS
RENAULT;2009;AUTOMOVIL;17;09/2023;CON HERIDOS
BAJAJ;2020;MOTOCICLETA;6;09/2023;CON HERIDOS
BAJAJ;2018;MOTOCICLETA;9;09/2023;CON HERIDOS
RENAULT;2011;AUTOMOVIL;15;09/2023;CON HERIDOS
YAMAHA;2022;MOTOCICLETA;5;09/2023;CON HERIDOS
RENAULT;2022;AUTOMOVIL;4;09/2023;CON HERIDOS
BAJAJ;2022;MOTOCICLETA;4;09/2023;CON HERIDOS
YAMAHA;2020;MOTOCICLETA;6;09/2023;CON HERIDOS
RENAULT;2018;AUTOMOVIL;8;09/2023;CON HERIDOS
AKT;2023;MOTOCICLETA;3;09/2023;CON HERIDOS
AKT;2024;MOTOCICLETA;3;09/2023;CON HERIDOS
AKT;2023;MOTOCICLETA;4;09/2023;CON HERIDOS
BAJAJ;2022;MOTOCICLETA;4;09/2023;CON HERIDOS
AKT;2021;MOTOCICLETA;5;09/2023;CON HERIDOS
KTM;2019;MOTOCICLETA;7;09/2023;CON HERIDOS
BAJAJ;2022;MOTOCICLETA;4;09/2023;CON HERIDOS
INTERNATIONAL;2016;CAMION;10;09/2023;CON HERIDOS
RENAULT;2009;AUTOMOVIL;17;09/2023;CON HERIDOS
BAJAJ;2014;MOTOCICLETA;13;09/2023;CON HERIDOS
KTM;2021;MOTOCICLETA;5;09/2023;CON HERIDOS
BAJAJ;2019;MOTOCICLETA;7;09/2023;CON HERIDOS
BAJAJ;2022;MOTOCICLETA;5;09/2023;CON HERIDOS
BAJAJ;2024;MOTOCICLETA;3;09/2023;CON HERIDOS
BAJAJ;2023;MOTOCICLETA;3;09/2023;CON HERIDOS
BAJAJ;2023;MOTOCICLETA;3;09/2023;CON HERIDOS
RENAULT;2003;AUTOMOVIL;23;09/2023;CON HERIDOS
BAJAJ;2014;MOTOCICLETA;13;09/2023;CON HERIDOS
BAJAJ;2019;MOTOCICLETA;7;09/2023;CON HERIDOS
BAJAJ;2019;MOTOCICLETA;7;09/2023;CON HERIDOS
BAJAJ;2012;MOTOCICLETA;14;09/2023;CON HERIDOS
AKT;2015;MOTOCICLETA;11;09/2023;CON HERIDOS
AKT;2023;MOTOCICLETA;3;09/2023;CON HERIDOS
BAJAJ;2009;MOTOCICLETA;17;09/2023;CON HERIDOS
BAJAJ;2013;MOTOCICLETA;14;09/2023;CON HERIDOS
BENELLI;2023;MOTOCICLETA;3;09/2023;CON HERIDOS
YAMAHA;2021;MOTOCICLETA;5;09/2023;CON HERIDOS
BAJAJ;2023;MOTOCICLETA;3;09/2023;CON HERIDOS
RENAULT;2019;AUTOMOVIL;7;09/2023;CON HERIDOS
YAMAHA;2018;MOTOCICLETA;8;09/2023;CON HERIDOS
DS;2022;CAMIONETA;4;09/2023;CON HERIDOS
YAMAHA;2012;MOTOCICLETA;14;09/2023;CON HERIDOS
RENAULT;2011;AUTOMOVIL;15;09/2023;CON HERIDOS
TOYOTA;2021;CAMPERO;5;09/2023;CON HERIDOS
BAJAJ;2022;MOTOCICLETA;4;09/2023;CON HERIDOS
DAEWOO;1997;AUTOMOVIL;29;09/2023;CON HERIDOS
BAJAJ;2017;MOTOCICLETA;10;09/2023;CON HERIDOS
AKT;2019;MOTOCICLETA;8;09/2023;CON HERIDOS
BAJAJ;2016;MOTOCICLETA;10;09/2023;CON HERIDOS
BAJAJ;2018;MOTOCICLETA;8;09/2023;CON HERIDOS
RENAULT;2012;AUTOMOVIL;14;09/2023;CON HERIDOS
RENAULT;2016;AUTOMOVIL;11;09/2023;CON HERIDOS
YAMAHA;2015;MOTOCICLETA;11;09/2023;CON HERIDOS
AKT;2012;MOTOCICLETA;14;09/2023;CON HERIDOS
RENAULT;2019;CAMIONETA;8;09/2023;CON HERIDOS
BAJAJ;2023;MOTOCICLETA;4;09/2023;CON HERIDOS
BAJAJ;2023;MOTOCICLETA;3;09/2023;CON HERIDOS
BAJAJ;2023;MOTOCICLETA;4;09/2023;CON HERIDOS
BAJAJ;2024;MOTOCICLETA;2;09/2023;CON HERIDOS
YAMAHA;2013;MOTOCICLETA;13;09/2023;CON HERIDOS
BAJAJ;2024;MOTOCICLETA;3;09/2023;CON HERIDOS
YAMAHA;2015;MOTOCICLETA;11;09/2023;CON HERIDOS
